Product Name,Sale Price,Listing Price,Currency,Color,Description,Country,Rating,Reviews,Gender,Product Type,Popularity
Women's adidas Originals Nite Jogger Shoes,77.99,129.99,USD,Various,"Women's adidas Originals Nite Jogger Shoes: The first Nite Jogger debuted in 1980, when recreational running was becoming a popular hobby. True to their origins, these shoes flash reflective details. They're made of a mix of nylon, mesh and suede and reveal a ""speed of night"" Morse code graphic on the inner tongue. Boost cushioning offers energy return with each stride.",Various,1.0,76,Women's product,footwear,very high popularity
Women's adidas Originals Falcon Shoes,47.99,79.99,USD,Various,"Women's adidas Originals Falcon Shoes: The rebellious spirit of the '90s music and fashion world brought bold lines and clashing colors. These shoes capture the flavor of that decade with aggressive, swerving shapes and a mix of soft mesh, leather and suede. The ombr̩-dyed upper offers a color-fade effect.",Various,1.5,85,Women's product,footwear,very high popularity
Women's adidas Originals NMD_R1 Shoes,77.99,129.99,USD,Various,"Women's adidas Originals NMD_R1 Shoes: Taking style cues from premium technical outerwear, these women's shoes blend adidas archive heritage with modern comfort. The stretchy knit upper is accented with reflective details. EVA plugs accent the Boost midsole, adidas' most responsive cushioning ever.",Various,4.7,60,Women's product,footwear,high popularity
Men's Sport Inspired Archivo Shoes,55.99,55.99,USD,Various,Men's Sport Inspired Archivo Shoes: Modern comfort and authentic adidas heritage mix it up. These running-inspired shoes treat your feet to superior cushioning and an ultra-plush ride with a Cloudfoam midsole and soft sockliner. A sleek mesh upper features suede overlays and subtle 3-Stripes for sporty style.,Various,4.0,61,Men's product,footwear,high popularity
Women's adidas Originals Stan Smith Shoes,47.99,79.99,USD,Various,"Women's adidas Originals Stan Smith Shoes: Since it first hit the courts in the early '70s, the Stan Smith has become legendary for its timeless style. These shoes pay tribute to the iconic design by preserving the low-profile cupsole and perforated 3-Stripes. A pop of color at the heel tab completes the look.",Various,2.6,68,Women's product,footwear,high popularity
Unisex adidas Swim Adilette TND Slides,29.99,29.99,USD,Various,"Unisex adidas Swim Adilette TND Slides: A reward for hard-working feet. After your gym session, slip on these shower-ready slides and prepare for the rest of your day. The ultra-soft footbed pairs with plush cushioning for unparalleled comfort.",Various,3.0,63,Unisex product,footwear,high popularity
Men's Sport Inspired Nebzed Shoes,55.99,55.99,USD,Various,Men's Sport Inspired Nebzed Shoes: Bring athletic spirit to the streets. These shoes have a sporty foundation with a stylish finish. A soft midsole cushions each step so you stay comfortable and motivated every day. The mesh and neoprene upper has welded 3-Stripes that nod to adidas' DNA.,Various,3.0,34,Men's product,footwear,medium popularity
Men's Sport Inspired Archivo Shoes,55.99,55.99,USD,Various,Men's Sport Inspired Archivo Shoes: Modern comfort and authentic adidas heritage mix it up. These running-inspired shoes treat your feet to superior cushioning and an ultra-plush ride with a Cloudfoam midsole and soft sockliner. A sleek mesh upper features suede overlays and subtle 3-Stripes for sporty style.,Various,5.0,58,Men's product,footwear,high popularity
Men's Sport Inspired Nebzed Shoes,55.99,55.99,USD,Various,Men's Sport Inspired Nebzed Shoes: Bring athletic spirit to the streets. These shoes have a sporty foundation with a stylish finish. A soft midsole cushions each step so you stay comfortable and motivated every day. The mesh and neoprene upper has welded 3-Stripes that nod to adidas' DNA.,Various,4.5,61,Men's product,footwear,high popularity
Men's adidas Running Asweerun Shoes,55.99,55.99,USD,Various,"Men's adidas Running Asweerun Shoes: Aspire to greatness. These running shoes are made with an airy, lightweight mesh upper. The durable rubber outsole grips the pavement for added stability. A cushioned midsole brings comfort to each step.",Various,3.3,57,Men's product,footwear,high popularity
Men's Sport Inspired Nebzed Shoes,55.99,55.99,USD,Various,Men's Sport Inspired Nebzed Shoes: Bring athletic spirit to the streets. These shoes have a sporty foundation with a stylish finish. A soft midsole cushions each step so you stay comfortable and motivated every day. The mesh and neoprene upper has welded 3-Stripes that nod to adidas' DNA.,Various,3.9,41,Men's product,footwear,medium popularity
Men's Sport Inspired Nebzed Shoes,55.99,55.99,USD,Various,Men's Sport Inspired Nebzed Shoes: Bring athletic spirit to the streets. These shoes have a sporty foundation with a stylish finish. A soft midsole cushions each step so you stay comfortable and motivated every day. The mesh and neoprene upper has welded 3-Stripes that nod to adidas' DNA.,Various,3.2,82,Men's product,footwear,very high popularity
Women's adidas Swim Eezay Slippers,6.49,12.99,USD,Various,"Women's adidas Swim Eezay Slippers: Lightweight and comfortable, these women's thong sandals are your go-to for the beach. Designed with a classic thong construction, they feature a soft footbed and lining so you can wear them all day.",Various,4.2,84,Women's product,footwear,very high popularity
Women's ADIDAS SWIM BRIZO 4.0 SLIDES,7.49,14.99,USD,Various,"Women's ADIDAS SWIM BRIZO 4.0 SLIDES: The simple and stylish adidas Brizo 4.0 slippers for women. Crafted with premium Synthetic, these thongs are perfect for all kind of outfits. Synthetic straps and thong construction allows additional comfort. Lightweight EVA for comfort with Die-cut Rubber outsole keep it durable.",Various,3.8,75,Women's product,footwear,high popularity
Women's adidas Swim Eezay Flip-Flops,9.99,19.99,USD,Various,"Women's adidas Swim Eezay Flip-Flops: These women's classic flip-flops offer a clean beach design. Featuring midsole cushioning, this essential footwear provides lightweight comfort in a simple silhouette.",Various,4.4,83,Women's product,footwear,very high popularity
Men's Running FluidFlow Shoes,79.99,79.99,USD,Various,"Men's Running FluidFlow Shoes: Trail, track or treadmill. Get your miles in wherever you can. The venue may change, but the outcome stays the same. Sanity, with a side of sore glutes. The innovative upper of these adidas Fluidflow Shoes moulds to your natural movement, so you can push farther, faster.",Various,2.9,12,Men's product,footwear,low popularity
Men's Running Nova Flow Shoes,59.99,59.99,USD,Various,"Men's Running Nova Flow Shoes: Cushion your every step in lightweight comfort. These adidas running shoes feature a breathable mesh upper and ultra-soft midsole cushioning to soften your stride. A durable outsole grips uneven surfaces so you can run with confidence, regardless of the terrain.",Various,3.7,8,Men's product,footwear,low popularity
Women's adidas Swim Eezay Slippers,6.49,12.99,USD,Various,"Women's adidas Swim Eezay Slippers: Lightweight and comfortable, these women's thong sandals are your go-to for the beach. Designed with a classic thong construction, they feature a soft footbed and lining so you can wear them all day.",Various,4.2,69,Women's product,footwear,high popularity
Men's Sport Inspired Phosphere Shoes,69.99,69.99,USD,Various,Men's Sport Inspired Phosphere Shoes: Seek new experiences. These shoes combine an eye-catching look with plush comfort. A seamless circular knit upper supports the foot while the ultra-soft midsole provides cloud-like cushioning. The colored rubber outsole and 3-Stripes on the sides make a strong visual statement.,Various,2.2,61,Men's product,footwear,high popularity
WOMEN'S ADIDAS SWIM EEZAY DOTS FLIP-FLOPS,9.99,19.99,USD,Various,"WOMEN'S ADIDAS SWIM EEZAY DOTS FLIP-FLOPS: These women's classic flip-flops offer a clean beach design. Featuring midsole cushioning, this essential footwear provides lightweight comfort in a simple silhouette.",Various,4.8,31,Women's product,footwear,medium popularity
WOMEN'S ADIDAS ORIGINALS FALCON SHOES,79.99,79.99,USD,Various,"WOMEN'S ADIDAS ORIGINALS FALCON SHOES: The Falcon takes inspiration from '90s running designs and the carefree, rebellious spirit of that decade's art, music and fashion. These shoes offer a distinctly '90s look with vibrant colors and a wide, chunky silhouette. They feature a mesh upper and show off a big midsole that's built for comfortable all-day wear.",Various,2.9,38,Women's product,footwear,medium popularity
Men's adidas Sports Inspired Lite Racer 2.0 Shoes,45.99,45.99,USD,Various,Men's adidas Sports Inspired Lite Racer 2.0 Shoes: The ultra-lightweight build of these shoes takes a running-inspired style to the streets. A breathable mesh upper gives you lasting comfort and a soft midsole cushions each step. Seamless 3-Stripes flash your adidas pride.,Various,2.5,73,Men's product,footwear,high popularity
Men's Running Nova Flow Shoes,59.99,59.99,USD,Various,"Men's Running Nova Flow Shoes: Cushion your every step in lightweight comfort. These adidas running shoes feature a breathable mesh upper and ultra-soft midsole cushioning to soften your stride. A durable outsole grips uneven surfaces so you can run with confidence, regardless of the terrain.",Various,3.1,99,Men's product,footwear,very high popularity
UNISEX ADIDAS ORIGINALS SKATEBOARDING 3MC SHOES,35.99,59.99,USD,Various,"UNISEX ADIDAS ORIGINALS SKATEBOARDING 3MC SHOES: Combining skate-friendly design with a clean, classic profile, these shoes are in their element on or off the board. Their highly versatile style is rider-friendly, with a reinforced canvas upper and an ultra-flexible Geoflex outsole that moves naturally with your foot and has great board feel.",Various,0.0,26,Unisex product,footwear,medium popularity
Women's adidas Originals Sambarose Shoes,47.99,79.99,USD,Various,"Women's adidas Originals Sambarose Shoes: First introduced in the 1950s, the Samba is one of adidas' most iconic sneakers. These shoes take the classic shape in a fresh, feminine direction with a shiny metallic finish. Platform soles give you a little extra height. The supple leather upper hugs your feet.",Various,3.0,63,Women's product,footwear,high popularity
Unisex adidas Originals Skateboarding Sabalo Shoes,35.99,59.99,USD,Various,Unisex adidas Originals Skateboarding Sabalo Shoes: These lightweight canvas skate shoes feature design details inspired by the wide-angle fisheye lens that gave skateboarding its unique visual style. The breathable shoes have a cushioned sockliner for superior comfort. A foxing-wrapped vulcanized rubber outsole provides exceptional board feel.,Various,3.9,5,Unisex product,footwear,low popularity
Unisex adidas Originals Skateboarding Adi-Ease Shoes,33.59,55.99,USD,Various,"Unisex adidas Originals Skateboarding Adi-Ease Shoes: Built for durability without sacrificing style, these classic skate shoes can handle any session. They ride on a vulcanized rubber outsole that's grippy and flexible so you stick to your board. A two-tone canvas upper helps you stand out at the park or on the street.",Various,2.8,1,Unisex product,footwear,low popularity
Men's Sport Inspired Glarus Shoes,24.99,24.99,USD,Various,"Men's Sport Inspired Glarus Shoes: The adidas Glarus running-inspired shoes for men with new design pattern for any runner looking for trendy yet extremely comfortable running shoe. An excellent combination of breathable Mesh with synthetic overlays on the upper makes it very comfortable for your feet. Durable, non slippery, blown out one piece super grip EVA midsole and outsole ensures maximum stability and grip on the ground.",Various,3.0,24,Men's product,footwear,low popularity
